id_oportunidad,fecha_creacion,cliente,industria,region,origen_lead,vendedor,etapa_actual,valor_usd,estado,fecha_cierre,dias_ciclo,dias_en_etapa_actual
OPP-1384,2025-10-26,Cliente_367,Servicios financieros,Oriente,WhatsApp,Marcela Quintero,Calificación,5904.0,Perdida,2025-12-03,77,11
OPP-1385,2025-10-22,Cliente_317,Tecnología,Norte,Evento / feria,Andrés Pardo,Prospección,4376.0,Perdida,2025-11-28,75,20
OPP-1386,2025-10-17,Cliente_334,Manufactura,Sur,Inbound digital,Diana Rueda,Prospección,4257.0,Perdida,2025-11-18,64,15
OPP-1387,2025-10-23,Cliente_247,Tecnología,Sur,Cliente actual,Diana Rueda,Calificación,3195.0,Perdida,2025-11-21,59,23
OPP-1388,2025-10-15,Cliente_235,Tecnología,Sur,Inbound digital,Diana Rueda,Calificación,18155.0,Perdida,2025-11-18,69,20
OPP-1389,2025-10-15,Cliente_184,Logística,Oriente,Referido,Sergio Ibáñez,Prospección,18340.0,Perdida,2025-11-15,63,13
OPP-1390,2025-10-26,Cliente_316,Servicios financieros,Norte,Inbound digital,Andrés Pardo,Prospección,9134.0,Perdida,2025-11-25,60,18
OPP-1391,2025-10-11,Cliente_262,Salud,Centro,Inbound digital,Camila Restrepo,Prospección,3345.0,Perdida,2025-11-14,68,16
OPP-1392,2025-10-11,Cliente_335,Tecnología,Sur,Referido,Felipe Casas,Calificación,10751.0,Perdida,2025-11-12,65,16
OPP-1393,2025-10-15,Cliente_356,Tecnología,Norte,Outbound,Laura Cifuentes,Prospección,23765.0,Perdida,2025-11-17,67,5
OPP-1394,2025-10-20,Cliente_392,Logística,Sur,Inbound digital,Felipe Casas,Propuesta,29995.0,Perdida,2025-12-17,58,10
OPP-1395,2025-10-13,Cliente_144,Retail mayorista,Centro,Outbound,Julián Ospina,Prospección,9696.0,Perdida,2025-11-19,75,11
OPP-1396,2025-10-20,Cliente_105,Salud,Norte,WhatsApp,Laura Cifuentes,Calificación,10007.0,Perdida,2025-11-21,65,11
OPP-1397,2025-10-18,Cliente_337,Tecnología,Centro,Evento / feria,Julián Ospina,Propuesta,2291.0,Abierta,,,15
OPP-1398,2025-10-06,Cliente_101,Retail mayorista,Norte,Cliente actual,Andrés Pardo,Propuesta,5461.0,Abierta,,,20
OPP-1399,2025-10-14,Cliente_126,Servicios financieros,Oriente,WhatsApp,Sergio Ibáñez,Prospección,24999.0,Perdida,2025-11-22,78,23
OPP-1400,2025-10-28,Cliente_387,Logística,Centro,WhatsApp,Camila Restrepo,Prospección,2566.0,Perdida,2025-12-02,70,8
OPP-1401,2025-10-08,Cliente_171,Logística,Norte,Inbound digital,Andrés Pardo,Prospección,8068.0,Perdida,2025-11-11,68,24
OPP-1402,2025-10-11,Cliente_171,Tecnología,Oriente,Inbound digital,Marcela Quintero,Prospección,1669.0,Perdida,2025-11-16,73,17
OPP-1403,2025-10-14,Cliente_139,Logística,Centro,Referido,Camila Restrepo,Prospección,19200.0,Perdida,2025-11-17,68,20
OPP-1404,2025-11-22,Cliente_279,Manufactura,Oriente,WhatsApp,Marcela Quintero,Propuesta,5015.0,Abierta,,,17
OPP-1405,2025-11-19,Cliente_337,Tecnología,Norte,Outbound,Laura Cifuentes,Prospección,11223.0,Perdida,2025-12-21,65,7
OPP-1406,2025-11-18,Cliente_114,Servicios financieros,Sur,Referido,Felipe Casas,Calificación,2761.0,Perdida,2025-12-24,73,7
OPP-1407,2025-11-26,Cliente_364,Manufactura,Oriente,WhatsApp,Sergio Ibáñez,Calificación,17844.0,Perdida,2025-12-21,51,5
OPP-1408,2025-11-18,Cliente_315,Salud,Norte,Referido,Andrés Pardo,Prospección,4786.0,Perdida,2025-12-23,71,5
OPP-1409,2025-11-11,Cliente_238,Servicios financieros,Sur,WhatsApp,Diana Rueda,Prospección,4050.0,Perdida,2025-12-15,69,23
OPP-1410,2025-11-20,Cliente_231,Manufactura,Sur,Inbound digital,Diana Rueda,Propuesta,5474.0,Abierta,,,18
OPP-1411,2025-11-13,Cliente_262,Servicios financieros,Sur,Referido,Diana Rueda,Prospección,16211.0,Perdida,2025-12-18,71,5
OPP-1412,2025-11-26,Cliente_290,Retail mayorista,Oriente,Referido,Sergio Ibáñez,Propuesta,6939.0,Perdida,2026-02-07,73,16
OPP-1413,2025-11-06,Cliente_302,Salud,Norte,Referido,Laura Cifuentes,Prospección,32294.0,Perdida,2025-12-09,66,14
OPP-1414,2025-11-18,Cliente_119,Manufactura,Oriente,Outbound,Marcela Quintero,Calificación,15588.0,Perdida,2025-12-22,69,16
OPP-1415,2025-11-26,Cliente_355,Manufactura,Sur,Inbound digital,Felipe Casas,Prospección,7552.0,Perdida,2025-12-26,60,10
OPP-1416,2025-11-11,Cliente_100,Tecnología,Centro,WhatsApp,Julián Ospina,Prospección,3232.0,Perdida,2025-12-15,69,14
OPP-1417,2025-11-21,Cliente_339,Servicios financieros,Norte,WhatsApp,Laura Cifuentes,Calificación,1898.0,Perdida,2025-12-23,65,11
OPP-1418,2025-11-13,Cliente_384,Salud,Sur,Referido,Diana Rueda,Prospección,11413.0,Perdida,2025-12-26,86,11
OPP-1419,2025-11-21,Cliente_114,Salud,Norte,Inbound digital,Laura Cifuentes,Calificación,24515.0,Perdida,2025-12-20,59,10
OPP-1420,2025-11-07,Cliente_180,Salud,Centro,Inbound digital,Julián Ospina,Calificación,1701.0,Perdida,2025-11-30,47,17
OPP-1421,2025-11-02,Cliente_233,Manufactura,Oriente,Referido,Sergio Ibáñez,Propuesta,23408.0,Abierta,,,22
OPP-1422,2025-11-24,Cliente_223,Servicios financieros,Sur,Referido,Diana Rueda,Prospección,9808.0,Perdida,2025-12-22,57,6
OPP-1423,2025-11-08,Cliente_239,Manufactura,Oriente,Referido,Sergio Ibáñez,Calificación,8956.0,Perdida,2025-12-12,69,11
OPP-1424,2025-11-28,Cliente_151,Salud,Norte,Evento / feria,Andrés Pardo,Prospección,1619.0,Perdida,2025-12-29,63,17
OPP-1425,2025-11-13,Cliente_199,Tecnología,Centro,WhatsApp,Julián Ospina,Prospección,5488.0,Perdida,2025-12-12,59,16
OPP-1426,2025-11-16,Cliente_328,Servicios financieros,Sur,Inbound digital,Felipe Casas,Prospección,5321.0,Perdida,2025-12-13,55,22
OPP-1427,2025-11-10,Cliente_177,Retail mayorista,Norte,WhatsApp,Andrés Pardo,Prospección,21312.0,Perdida,2025-12-17,74,14
OPP-1428,2025-11-15,Cliente_332,Manufactura,Sur,Cliente actual,Felipe Casas,Propuesta,3188.0,Abierta,,,16
OPP-1429,2025-11-01,Cliente_284,Manufactura,Oriente,Outbound,Marcela Quintero,Prospección,11762.0,Perdida,2025-12-07,72,12
OPP-1430,2025-11-24,Cliente_389,Retail mayorista,Oriente,WhatsApp,Marcela Quintero,Prospección,7170.0,Perdida,2026-01-06,86,5
OPP-1431,2025-11-23,Cliente_155,Logística,Sur,Referido,Felipe Casas,Calificación,9620.0,Perdida,2025-12-31,76,21
OPP-1432,2025-11-03,Cliente_311,Tecnología,Oriente,Inbound digital,Sergio Ibáñez,Calificación,7739.0,Perdida,2025-12-03,60,15
OPP-1433,2025-11-25,Cliente_181,Logística,Sur,Evento / feria,Diana Rueda,Prospección,1921.0,Perdida,2026-01-05,83,19
OPP-1434,2025-11-01,Cliente_304,Retail mayorista,Sur,Referido,Felipe Casas,Prospección,43039.0,Perdida,2025-12-02,62,21
OPP-1435,2025-11-13,Cliente_170,Tecnología,Norte,Inbound digital,Laura Cifuentes,Cierre,13880.0,Ganada,2026-01-17,65,7
OPP-1436,2025-11-24,Cliente_294,Logística,Centro,Inbound digital,Camila Restrepo,Propuesta,26621.0,Perdida,2026-02-01,69,7
OPP-1437,2025-11-16,Cliente_390,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Calificación,8655.0,Perdida,2025-12-22,72,9
OPP-1438,2025-12-09,Cliente_321,Salud,Oriente,Outbound,Marcela Quintero,Cierre,5652.0,Ganada,2026-02-08,61,3
OPP-1439,2025-12-03,Cliente_146,Retail mayorista,Sur,Inbound digital,Felipe Casas,Calificación,2285.0,Perdida,2025-12-30,55,23
OPP-1440,2025-12-18,Cliente_381,Servicios financieros,Centro,Referido,Julián Ospina,Cierre,18350.0,Ganada,2026-02-13,57,2
OPP-1441,2025-12-19,Cliente_217,Retail mayorista,Oriente,Outbound,Marcela Quintero,Prospección,7078.0,Perdida,2026-01-24,73,21
OPP-1442,2025-12-20,Cliente_368,Manufactura,Norte,Referido,Andrés Pardo,Calificación,19939.0,Perdida,2026-01-23,68,11
OPP-1443,2025-12-23,Cliente_349,Manufactura,Centro,Inbound digital,Camila Restrepo,Prospección,8947.0,Perdida,2026-01-20,57,22
OPP-1444,2025-12-01,Cliente_394,Retail mayorista,Oriente,Cliente actual,Marcela Quintero,Propuesta,11396.0,Perdida,2026-02-03,64,26
OPP-1445,2025-12-16,Cliente_196,Tecnología,Sur,WhatsApp,Felipe Casas,Cierre,9610.0,Ganada,2026-02-15,61,6
OPP-1446,2025-12-18,Cliente_169,Retail mayorista,Centro,WhatsApp,Camila Restrepo,Calificación,8952.0,Perdida,2026-01-16,58,11
OPP-1447,2025-12-16,Cliente_241,Tecnología,Norte,Outbound,Laura Cifuentes,Prospección,11433.0,Perdida,2026-01-20,70,9
OPP-1448,2025-12-04,Cliente_296,Retail mayorista,Sur,Referido,Diana Rueda,Prospección,17299.0,Perdida,2026-01-07,69,16
OPP-1449,2025-12-18,Cliente_206,Logística,Centro,WhatsApp,Julián Ospina,Prospección,6408.0,Perdida,2026-01-19,64,22
OPP-1450,2025-12-24,Cliente_207,Logística,Centro,Evento / feria,Camila Restrepo,Prospección,9102.0,Perdida,2026-02-01,78,13
OPP-1451,2025-12-10,Cliente_231,Servicios financieros,Sur,Evento / feria,Felipe Casas,Calificación,5608.0,Perdida,2026-01-04,50,6
OPP-1452,2025-12-05,Cliente_132,Manufactura,Centro,WhatsApp,Camila Restrepo,Negociación,26840.0,Perdida,2026-02-03,60,28
OPP-1453,2025-12-27,Cliente_348,Logística,Centro,Inbound digital,Camila Restrepo,Prospección,3983.0,Perdida,2026-01-25,58,5
OPP-1454,2025-12-25,Cliente_103,Tecnología,Sur,Cliente actual,Felipe Casas,Calificación,7760.0,Perdida,2026-01-30,73,11
OPP-1455,2025-12-05,Cliente_341,Retail mayorista,Sur,Cliente actual,Diana Rueda,Negociación,4176.0,Perdida,2026-02-12,69,8
OPP-1456,2025-12-23,Cliente_148,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Propuesta,13237.0,Perdida,2026-03-02,69,6
OPP-1457,2025-12-05,Cliente_275,Servicios financieros,Norte,Cliente actual,Laura Cifuentes,Calificación,4609.0,Perdida,2026-01-08,69,12
OPP-1458,2025-12-01,Cliente_321,Tecnología,Centro,Outbound,Julián Ospina,Prospección,7661.0,Perdida,2026-01-06,73,11
OPP-1459,2025-12-03,Cliente_311,Manufactura,Norte,Cliente actual,Andrés Pardo,Cierre,2563.0,Ganada,2026-02-05,64,2
OPP-1460,2025-12-26,Cliente_113,Retail mayorista,Norte,WhatsApp,Laura Cifuentes,Propuesta,20769.0,Perdida,2026-02-15,51,18
OPP-1461,2025-12-13,Cliente_226,Retail mayorista,Centro,WhatsApp,Camila Restrepo,Prospección,6639.0,Perdida,2026-01-21,79,12
OPP-1462,2025-12-06,Cliente_279,Salud,Oriente,Outbound,Sergio Ibáñez,Prospección,4483.0,Perdida,2026-01-08,66,5
OPP-1463,2025-12-22,Cliente_158,Logística,Norte,Referido,Andrés Pardo,Calificación,8142.0,Perdida,2026-01-26,70,6
OPP-1464,2025-12-05,Cliente_236,Retail mayorista,Sur,Outbound,Felipe Casas,Prospección,2807.0,Perdida,2026-01-13,78,22
OPP-1465,2025-12-11,Cliente_243,Logística,Sur,Referido,Felipe Casas,Propuesta,6826.0,Perdida,2026-02-22,73,25
OPP-1466,2025-12-10,Cliente_316,Logística,Norte,Referido,Andrés Pardo,Cierre,9742.0,Ganada,2026-02-27,79,3
OPP-1467,2025-12-02,Cliente_113,Retail mayorista,Centro,Evento / feria,Julián Ospina,Cierre,16029.0,Ganada,2026-01-30,59,9
OPP-1468,2025-12-17,Cliente_243,Servicios financieros,Oriente,WhatsApp,Sergio Ibáñez,Prospección,4924.0,Perdida,2026-01-20,68,12
OPP-1469,2026-01-25,Cliente_235,Servicios financieros,Norte,Inbound digital,Andrés Pardo,Prospección,4708.0,Perdida,2026-03-04,76,22
OPP-1470,2026-01-06,Cliente_173,Logística,Centro,WhatsApp,Camila Restrepo,Prospección,7409.0,Perdida,2026-02-03,57,17
OPP-1471,2026-01-20,Cliente_347,Salud,Norte,Inbound digital,Andrés Pardo,Calificación,16315.0,Perdida,2026-02-17,56,19
OPP-1472,2026-01-14,Cliente_268,Retail mayorista,Sur,Inbound digital,Felipe Casas,Calificación,12724.0,Perdida,2026-02-18,70,9
OPP-1473,2026-01-23,Cliente_149,Servicios financieros,Oriente,Inbound digital,Sergio Ibáñez,Prospección,8259.0,Perdida,2026-03-01,75,8
OPP-1474,2026-01-12,Cliente_295,Servicios financieros,Sur,Referido,Felipe Casas,Negociación,9754.0,Perdida,2026-03-06,53,10
OPP-1475,2026-01-09,Cliente_224,Tecnología,Sur,Cliente actual,Diana Rueda,Propuesta,1370.0,Abierta,,,15
OPP-1476,2026-01-16,Cliente_396,Manufactura,Oriente,Cliente actual,Sergio Ibáñez,Negociación,2203.0,Abierta,,,9
OPP-1477,2026-01-04,Cliente_156,Logística,Oriente,WhatsApp,Sergio Ibáñez,Calificación,7964.0,Perdida,2026-02-03,60,19
OPP-1478,2026-01-06,Cliente_110,Retail mayorista,Oriente,Referido,Marcela Quintero,Prospección,9050.0,Perdida,2026-02-16,83,18
OPP-1479,2026-01-20,Cliente_361,Tecnología,Norte,WhatsApp,Andrés Pardo,Calificación,6255.0,Perdida,2026-02-15,52,5
OPP-1480,2026-01-20,Cliente_154,Tecnología,Oriente,Referido,Sergio Ibáñez,Propuesta,28119.0,Perdida,2026-04-09,79,5
OPP-1481,2026-01-10,Cliente_177,Salud,Centro,Referido,Camila Restrepo,Calificación,12676.0,Perdida,2026-02-11,64,12
OPP-1482,2026-01-25,Cliente_348,Servicios financieros,Oriente,Outbound,Sergio Ibáñez,Calificación,9519.0,Perdida,2026-02-28,69,20
OPP-1483,2026-01-20,Cliente_244,Manufactura,Centro,WhatsApp,Camila Restrepo,Prospección,4703.0,Perdida,2026-03-02,83,11
OPP-1484,2026-01-10,Cliente_202,Retail mayorista,Sur,Referido,Diana Rueda,Prospección,3274.0,Perdida,2026-02-10,63,21
OPP-1485,2026-01-07,Cliente_221,Retail mayorista,Norte,WhatsApp,Laura Cifuentes,Propuesta,2277.0,Abierta,,,6
OPP-1486,2026-01-02,Cliente_313,Logística,Oriente,Referido,Marcela Quintero,Prospección,7082.0,Perdida,2026-02-09,76,21
OPP-1487,2026-01-25,Cliente_102,Servicios financieros,Norte,Inbound digital,Laura Cifuentes,Cierre,37124.0,Ganada,2026-04-30,95,6
OPP-1488,2026-01-12,Cliente_217,Logística,Norte,Evento / feria,Andrés Pardo,Prospección,16371.0,Perdida,2026-02-20,78,12
OPP-1489,2026-01-09,Cliente_146,Manufactura,Norte,Outbound,Andrés Pardo,Calificación,5889.0,Perdida,2026-02-08,60,21
OPP-1490,2026-01-04,Cliente_181,Retail mayorista,Oriente,WhatsApp,Sergio Ibáñez,Prospección,12944.0,Perdida,2026-02-17,88,6
OPP-1491,2026-01-19,Cliente_286,Tecnología,Norte,Inbound digital,Laura Cifuentes,Calificación,3162.0,Perdida,2026-02-22,68,19
OPP-1492,2026-01-19,Cliente_166,Salud,Sur,Inbound digital,Diana Rueda,Calificación,4771.0,Perdida,2026-02-21,66,17
OPP-1493,2026-01-05,Cliente_217,Logística,Oriente,Inbound digital,Marcela Quintero,Prospección,59305.0,Perdida,2026-02-06,64,7
OPP-1494,2026-01-08,Cliente_292,Servicios financieros,Sur,WhatsApp,Diana Rueda,Prospección,23075.0,Perdida,2026-02-15,77,22
OPP-1495,2026-01-04,Cliente_372,Logística,Sur,Outbound,Diana Rueda,Calificación,3432.0,Perdida,2026-02-03,60,11
OPP-1496,2026-01-25,Cliente_271,Logística,Sur,Referido,Diana Rueda,Prospección,9109.0,Perdida,2026-03-05,78,12
OPP-1497,2026-01-13,Cliente_348,Salud,Norte,Cliente actual,Laura Cifuentes,Calificación,3117.0,Perdida,2026-02-07,50,6
OPP-1498,2026-01-20,Cliente_380,Servicios financieros,Oriente,Referido,Sergio Ibáñez,Prospección,10262.0,Perdida,2026-02-16,55,5
OPP-1499,2026-01-19,Cliente_256,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Calificación,2949.0,Perdida,2026-02-19,62,14
OPP-1500,2026-01-22,Cliente_353,Logística,Sur,WhatsApp,Diana Rueda,Calificación,7987.0,Perdida,2026-02-25,69,21
OPP-1501,2026-01-20,Cliente_220,Retail mayorista,Centro,WhatsApp,Julián Ospina,Calificación,26456.0,Perdida,2026-02-12,47,16
OPP-1502,2026-01-25,Cliente_310,Manufactura,Sur,Evento / feria,Felipe Casas,Propuesta,40404.0,Perdida,2026-04-24,89,26
OPP-1503,2026-01-07,Cliente_147,Salud,Centro,WhatsApp,Camila Restrepo,Prospección,7260.0,Perdida,2026-02-09,66,17
OPP-1504,2026-01-07,Cliente_359,Salud,Centro,Referido,Camila Restrepo,Calificación,4418.0,Perdida,2026-02-12,73,15
OPP-1505,2026-01-20,Cliente_180,Manufactura,Oriente,WhatsApp,Marcela Quintero,Prospección,2147.0,Perdida,2026-02-22,67,8
OPP-1506,2026-01-06,Cliente_167,Logística,Centro,Inbound digital,Julián Ospina,Propuesta,9269.0,Perdida,2026-03-09,62,26
OPP-1507,2026-01-10,Cliente_122,Manufactura,Norte,Outbound,Andrés Pardo,Cierre,7898.0,Ganada,2026-03-10,59,5
OPP-1508,2026-02-06,Cliente_182,Retail mayorista,Oriente,Cliente actual,Sergio Ibáñez,Negociación,1250.0,Abierta,,,19
OPP-1509,2026-02-24,Cliente_241,Logística,Norte,Referido,Andrés Pardo,Prospección,14377.0,Perdida,2026-04-01,72,9
OPP-1510,2026-02-16,Cliente_245,Logística,Oriente,Outbound,Sergio Ibáñez,Negociación,3181.0,Abierta,,,3
OPP-1511,2026-02-17,Cliente_277,Retail mayorista,Oriente,Cliente actual,Marcela Quintero,Prospección,4674.0,Perdida,2026-03-31,84,16
OPP-1512,2026-02-04,Cliente_246,Tecnología,Centro,WhatsApp,Julián Ospina,Prospección,2260.0,Perdida,2026-03-09,67,16
OPP-1513,2026-02-14,Cliente_139,Servicios financieros,Norte,Cliente actual,Laura Cifuentes,Calificación,3385.0,Perdida,2026-03-22,73,13
OPP-1514,2026-02-05,Cliente_144,Retail mayorista,Norte,Evento / feria,Andrés Pardo,Prospección,1825.0,Perdida,2026-03-13,73,18
OPP-1515,2026-02-07,Cliente_283,Servicios financieros,Oriente,Outbound,Marcela Quintero,Negociación,38736.0,Perdida,2026-05-02,84,20
OPP-1516,2026-02-07,Cliente_112,Salud,Oriente,WhatsApp,Marcela Quintero,Propuesta,6903.0,Perdida,2026-04-12,64,13
OPP-1517,2026-02-22,Cliente_228,Salud,Norte,Cliente actual,Andrés Pardo,Prospección,3681.0,Perdida,2026-03-28,69,8
OPP-1518,2026-02-05,Cliente_223,Retail mayorista,Oriente,Inbound digital,Marcela Quintero,Prospección,7683.0,Perdida,2026-03-12,70,23
OPP-1519,2026-02-28,Cliente_268,Tecnología,Sur,Inbound digital,Felipe Casas,Propuesta,12548.0,Perdida,2026-04-19,50,16
OPP-1520,2026-02-06,Cliente_273,Servicios financieros,Norte,WhatsApp,Laura Cifuentes,Propuesta,8269.0,Perdida,2026-04-23,76,28
OPP-1521,2026-02-12,Cliente_251,Tecnología,Sur,Outbound,Felipe Casas,Prospección,3808.0,Perdida,2026-03-15,62,23
OPP-1522,2026-02-26,Cliente_150,Manufactura,Norte,Outbound,Andrés Pardo,Prospección,6284.0,Perdida,2026-04-01,69,24
OPP-1523,2026-02-19,Cliente_278,Retail mayorista,Norte,Outbound,Andrés Pardo,Prospección,4645.0,Perdida,2026-03-28,75,24
OPP-1524,2026-02-23,Cliente_291,Retail mayorista,Sur,Referido,Felipe Casas,Prospección,7783.0,Perdida,2026-04-02,77,6
OPP-1525,2026-02-18,Cliente_108,Salud,Oriente,Cliente actual,Marcela Quintero,Prospección,8791.0,Perdida,2026-03-22,65,19
OPP-1526,2026-02-02,Cliente_336,Servicios financieros,Norte,Referido,Laura Cifuentes,Calificación,10994.0,Perdida,2026-03-08,69,11
OPP-1527,2026-02-28,Cliente_308,Salud,Sur,WhatsApp,Diana Rueda,Propuesta,7023.0,Abierta,,,13
OPP-1528,2026-02-26,Cliente_368,Logística,Oriente,Cliente actual,Sergio Ibáñez,Calificación,5663.0,Perdida,2026-04-02,71,6
OPP-1529,2026-02-26,Cliente_270,Salud,Sur,Inbound digital,Felipe Casas,Calificación,15182.0,Perdida,2026-03-29,63,15
OPP-1530,2026-02-27,Cliente_210,Manufactura,Oriente,Cliente actual,Sergio Ibáñez,Prospección,8775.0,Perdida,2026-03-31,64,14
OPP-1531,2026-02-12,Cliente_117,Servicios financieros,Centro,Inbound digital,Camila Restrepo,Prospección,16212.0,Perdida,2026-03-16,64,18
OPP-1532,2026-02-11,Cliente_341,Logística,Norte,Referido,Laura Cifuentes,Prospección,5695.0,Perdida,2026-03-17,68,7
OPP-1533,2026-02-07,Cliente_108,Retail mayorista,Oriente,Evento / feria,Marcela Quintero,Prospección,8742.0,Perdida,2026-03-12,67,20
OPP-1534,2026-02-10,Cliente_147,Salud,Oriente,Evento / feria,Sergio Ibáñez,Prospección,2403.0,Perdida,2026-03-11,59,19
OPP-1535,2026-02-13,Cliente_387,Retail mayorista,Sur,Referido,Felipe Casas,Cierre,5619.0,Ganada,2026-04-12,58,6
OPP-1536,2026-02-25,Cliente_286,Salud,Oriente,Cliente actual,Marcela Quintero,Prospección,11442.0,Perdida,2026-04-05,78,9
OPP-1537,2026-02-03,Cliente_216,Logística,Centro,Evento / feria,Julián Ospina,Cierre,6771.0,Ganada,2026-04-08,64,9
OPP-1538,2026-02-17,Cliente_384,Retail mayorista,Oriente,Evento / feria,Marcela Quintero,Calificación,12699.0,Perdida,2026-03-19,61,19
OPP-1539,2026-03-16,Cliente_211,Manufactura,Centro,WhatsApp,Camila Restrepo,Propuesta,9869.0,Abierta,,,5
OPP-1540,2026-03-19,Cliente_361,Logística,Centro,Inbound digital,Julián Ospina,Prospección,12392.0,Perdida,2026-04-28,80,6
OPP-1541,2026-03-03,Cliente_329,Logística,Centro,Cliente actual,Camila Restrepo,Calificación,19578.0,Perdida,2026-04-01,59,22
OPP-1542,2026-03-13,Cliente_275,Retail mayorista,Oriente,Referido,Marcela Quintero,Calificación,5301.0,Perdida,2026-04-22,81,19
OPP-1543,2026-03-17,Cliente_187,Retail mayorista,Sur,Referido,Diana Rueda,Calificación,6709.0,Perdida,2026-04-21,70,10
OPP-1544,2026-03-12,Cliente_264,Salud,Oriente,WhatsApp,Marcela Quintero,Prospección,8178.0,Perdida,2026-04-16,71,16
OPP-1545,2026-03-23,Cliente_123,Salud,Norte,Inbound digital,Andrés Pardo,Prospección,4157.0,Perdida,2026-04-29,74,23
OPP-1546,2026-03-16,Cliente_306,Tecnología,Sur,Evento / feria,Felipe Casas,Negociación,28351.0,Perdida,2026-06-24,100,22
OPP-1547,2026-03-21,Cliente_327,Salud,Oriente,Inbound digital,Marcela Quintero,Prospección,13982.0,Perdida,2026-04-16,53,20
OPP-1548,2026-03-15,Cliente_306,Logística,Sur,Inbound digital,Diana Rueda,Prospección,1802.0,Perdida,2026-04-11,54,16
OPP-1549,2026-03-19,Cliente_214,Manufactura,Centro,Outbound,Julián Ospina,Calificación,1637.0,Perdida,2026-04-20,64,6
OPP-1550,2026-03-27,Cliente_258,Tecnología,Norte,Cliente actual,Laura Cifuentes,Calificación,7425.0,Perdida,2026-05-01,71,7
OPP-1551,2026-03-26,Cliente_323,Servicios financieros,Centro,WhatsApp,Camila Restrepo,Prospección,3243.0,Perdida,2026-04-19,49,9
OPP-1552,2026-03-13,Cliente_131,Logística,Centro,Cliente actual,Julián Ospina,Negociación,18883.0,Perdida,2026-05-19,67,19
OPP-1553,2026-03-01,Cliente_271,Tecnología,Centro,WhatsApp,Camila Restrepo,Negociación,1515.0,Perdida,2026-05-10,70,16
OPP-1554,2026-03-28,Cliente_101,Manufactura,Centro,Evento / feria,Julián Ospina,Propuesta,9868.0,Abierta,,,20
OPP-1555,2026-03-10,Cliente_237,Salud,Centro,Evento / feria,Julián Ospina,Propuesta,9459.0,Perdida,2026-05-26,77,10
OPP-1556,2026-03-11,Cliente_378,Servicios financieros,Sur,Referido,Felipe Casas,Prospección,5610.0,Perdida,2026-04-09,58,7
OPP-1557,2026-03-24,Cliente_345,Servicios financieros,Sur,WhatsApp,Felipe Casas,Prospección,6407.0,Perdida,2026-05-02,78,9
OPP-1558,2026-03-16,Cliente_285,Salud,Norte,Referido,Laura Cifuentes,Propuesta,9537.0,Perdida,2026-05-27,72,10
OPP-1559,2026-03-22,Cliente_342,Retail mayorista,Norte,Referido,Andrés Pardo,Propuesta,3577.0,Abierta,,,12
OPP-1560,2026-03-23,Cliente_181,Manufactura,Sur,Cliente actual,Diana Rueda,Propuesta,10555.0,Abierta,,,4
OPP-1561,2026-03-19,Cliente_322,Tecnología,Oriente,Referido,Sergio Ibáñez,Propuesta,15646.0,Perdida,2026-05-05,47,13
OPP-1562,2026-03-01,Cliente_124,Manufactura,Centro,WhatsApp,Camila Restrepo,Calificación,7110.0,Perdida,2026-04-07,75,21
OPP-1563,2026-03-13,Cliente_195,Retail mayorista,Oriente,Referido,Sergio Ibáñez,Calificación,3195.0,Perdida,2026-04-14,65,17
OPP-1564,2026-03-07,Cliente_183,Tecnología,Centro,Inbound digital,Julián Ospina,Prospección,47707.0,Perdida,2026-04-10,68,16
OPP-1565,2026-03-10,Cliente_345,Salud,Sur,Referido,Felipe Casas,Calificación,6772.0,Perdida,2026-04-16,74,22
OPP-1566,2026-03-02,Cliente_206,Servicios financieros,Sur,Inbound digital,Diana Rueda,Calificación,11487.0,Perdida,2026-04-03,64,24
OPP-1567,2026-03-21,Cliente_318,Logística,Norte,WhatsApp,Laura Cifuentes,Prospección,4192.0,Perdida,2026-04-22,64,10
OPP-1568,2026-03-16,Cliente_264,Servicios financieros,Centro,Referido,Julián Ospina,Calificación,865.0,Perdida,2026-04-13,57,15
OPP-1569,2026-03-11,Cliente_361,Logística,Norte,Cliente actual,Andrés Pardo,Negociación,15070.0,Perdida,2026-05-05,55,9
OPP-1570,2026-03-25,Cliente_173,Retail mayorista,Sur,Cliente actual,Felipe Casas,Prospección,5806.0,Perdida,2026-04-22,56,19
OPP-1571,2026-03-10,Cliente_142,Salud,Oriente,WhatsApp,Sergio Ibáñez,Cierre,1259.0,Ganada,2026-05-22,73,8
OPP-1572,2026-03-05,Cliente_291,Manufactura,Norte,Cliente actual,Laura Cifuentes,Prospección,16721.0,Perdida,2026-04-20,92,10
OPP-1573,2026-03-24,Cliente_112,Servicios financieros,Norte,Referido,Laura Cifuentes,Cierre,5598.0,Ganada,2026-05-09,46,6
OPP-1574,2026-03-06,Cliente_197,Servicios financieros,Norte,Referido,Laura Cifuentes,Negociación,4655.0,Abierta,,,17
OPP-1575,2026-03-20,Cliente_389,Salud,Centro,Referido,Camila Restrepo,Negociación,8054.0,Abierta,,,17
OPP-1576,2026-03-07,Cliente_200,Retail mayorista,Centro,Cliente actual,Julián Ospina,Calificación,16386.0,Perdida,2026-04-09,67,14
